ID,profession,age,gender,highestDegree,maritalStatus,noOfKids,creditRisk,otherMembership,pastStays1y,blogger,articles,amexCard,purposeTravel,staySpend,loyaltyClass 
8704,Private Sector,31,Male,High School Equivalent,Divorced,1,3.27,Marriott,7,No,17,Yes,Business,10634.33636,Bronze
8705,Business,,,MBA,Married,0,1.65,Discovery,11,No,18,No,Leisure Travel,14845.22886,Bronze
8706,Private Sector,55,Female,High School Equivalent,Single,0,3.98,None,2,No,10,Yes,Leisure Travel,2130.337683,Bronze
8707,Private Sector,,Female,Bachelors Degree,Married,,3.16,Hilton,31,No,5,No,Medical Tourism,916.226212,Bronze
8708,Private Sector,47,Female,MBA,Married,,2.89,Discovery,17,No,5,No,Business,0,Bronze
8709,Public Sector,,,High School Equivalent,Married,,2.35,Jumeirah,9,Yes,0,No,Leisure Travel,215.116453,Silver
8710,Business,33,Female,Masters Degree,Married,,3.15,IHG,18,Yes,0,No,Leisure Travel,0,Silver
8711,Business,,Female,High School Equivalent,Single,,2.76,Marriott,48,Yes,0,Yes,Medical Tourism,14547.94253,Silver
8712,Business,35,Female,High School Equivalent,Married,,2.56,IHG,2,No,14,Yes,Medical Tourism,0,Bronze
8713,Public Sector,58,Male,High School Equivalent,Divorced,1,2.59,None,0,No,6,No,Leisure Travel,14.28789949,Bronze
8714,Business,59,,MBA,Divorced,1,2.93,Expedia,3,Yes,0,No,Leisure Travel,886.8979845,Silver
8715,Business,22,Female,High School Equivalent,Married,1,3.16,IHG,4,No,11,No,Business,0,Silver
8716,Private Sector,31,Male,MBA,Married,,2.69,Hilton,41,No,13,No,Business,19895.38703,Bronze
8717,Public Sector,58,Female,MBA,Married,1,2.75,Hilton,40,No,3,Yes,Business,68476.5304,Bronze
8718,Self-Employed,39,Female,Bachelors Degree,Single,,2.85,Marriott,47,No,15,Yes,Business,3166.420866,Silver
8719,Business,,,High School Equivalent,Married,1,3.32,Hilton,32,No,19,No,Business,1658.984956,Bronze
8720,Public Sector,51,Male,Masters Degree,Single,,3.13,Marriott,17,Yes,0,Yes,Business,0.000176952,Silver
8721,Private Sector,51,,High School Equivalent,Single,,3.14,IHG,33,No,3,Yes,Medical Tourism,0,Silver
8722,Private Sector,,Male,High School Equivalent,Married,1,2.67,Marriott,46,Yes,0,Yes,Business,0.047147957,Silver
8723,Private Sector,,Female,Professional,Single,0,2.78,IHG,31,No,11,No,Business,424.2170069,Bronze
8724,Private Sector,,Male,High School Equivalent,Single,0,1.69,Marriott,3,No,12,No,Business,41.50785941,Silver
8725,Private Sector,,Female,Doctorate,Single,,3.74,Marriott,42,Yes,0,No,Leisure Travel,2223.581067,Silver
8726,Public Sector,26,Female,High School Equivalent,Divorced,,3.45,None,23,No,6,No,Medical Tourism,0,Bronze
8727,Business,24,,Bachelors Degree,Married,4,2.23,IHG,27,No,19,Yes,Medical Tourism,0,Silver
8728,Private Sector,,Female,MBA,Married,1,3.75,Hilton,,No,8,No,Leisure Travel,172.9974417,Silver
8729,Business,26,Female,Professional,Divorced,,3.46,Marriott,26,No,20,Yes,Business,0,Silver
8730,Self-Employed,,Female,Professional,Married,1,3.49,IHG,,Yes,0,No,Medical Tourism,0,Gold
8731,Private Sector,41,Female,Bachelors Degree,Single,0,2.83,IHG,48,No,11,No,Leisure Travel,0,Silver
8732,Public Sector,22,Female,Associate Degree,Divorced,,2.55,Hilton,13,Yes,0,No,Medical Tourism,1540.633347,Bronze
8733,Private Sector,,Female,High School Equivalent,Widowed,1,2.5,Expedia,18,No,5,Yes,Business,497.4012257,Silver
8734,Public Sector,50,Female,Masters Degree,Single,0,3.24,Expedia,21,No,4,No,Medical Tourism,582.7743063,Bronze
8735,Public Sector,,Male,Professional,Widowed,1,2.52,Marriott,19,No,11,Yes,Business,4382.981711,Silver
8736,,,Female,Bachelors Degree,Married,,2.55,Hilton,18,No,2,No,Medical Tourism,0,Bronze
8737,Public Sector,39,Male,High School Equivalent,Single,0,2.8,IHG,47,No,18,Yes,Business,529.5577433,Silver
8738,,,,High School Equivalent,Married,,3.43,IHG,46,Yes,0,Yes,Leisure Travel,3377.741233,Silver
8739,Public Sector,,Female,Associate Degree,Married,1,2.12,None,18,No,1,No,Leisure Travel,765.5998513,Silver
8740,Private Sector,,,High School Equivalent,Divorced,0,2.73,Marriott,1,No,19,Yes,Business,0,Bronze
8741,Business,32,Female,Professional,Divorced,1,2.88,Discovery,26,No,10,No,Business,478.8623749,Silver
8742,Business,20,Male,Associate Degree,Single,,2.72,Marriott,3,Yes,0,Yes,Business,0,Silver
8743,,28,,Associate Degree,Single,,2.73,IHG,10,No,3,Yes,Business,0,Silver
8744,Self-Employed,54,,Bachelors Degree,Married,,3.36,Jumeirah,49,No,8,Yes,Leisure Travel,0.368130364,Silver
8745,Business,,Female,Associate Degree,Divorced,,3.11,IHG,2,No,19,No,Medical Tourism,14.71184945,Silver
8746,Private Sector,50,Female,High School Equivalent,Widowed,,2.65,IHG,21,No,3,No,Leisure Travel,0,Silver
8747,Private Sector,,,Technical/Occupational Certificate,Widowed,,2.84,Discovery,0,No,13,Yes,Medical Tourism,0,Bronze
8748,Public Sector,,Female,Professional,Divorced,,2.88,None,28,No,12,Yes,Medical Tourism,858.2075625,Silver
8749,Public Sector,59,Female,High School Equivalent,Divorced,,2.82,IHG,27,No,9,Yes,Medical Tourism,0,Silver
8750,Private Sector,,Male,MBA,Married,2,3.29,Marriott,46,Yes,0,Yes,Leisure Travel,4627.499647,Silver
8751,Private Sector,18,Male,MBA,Married,,2.84,Marriott,28,Yes,0,No,Leisure Travel,0,Silver
8752,Private Sector,48,,Bachelors Degree,Single,0,3.04,None,20,Yes,0,Yes,Leisure Travel,1884.524367,Gold
8753,Public Sector,60,Female,Technical/Occupational Certificate,Divorced,0,3.29,Marriott,10,No,10,Yes,Business,0,Bronze
8754,Business,48,Male,Bachelors Degree,Divorced,1,2.63,IHG,5,No,9,No,Leisure Travel,355.353218,Bronze
8755,Private Sector,19,Female,Bachelors Degree,Married,1,3.13,IHG,15,No,17,Yes,Business,3775.732361,Silver
8756,,52,Male,High School Equivalent,Divorced,,2.71,Hilton,28,Yes,0,Yes,Leisure Travel,11977.02674,Silver
8757,Business,,Male,High School Equivalent,Divorced,1,2.94,Marriott,23,Yes,0,Yes,Medical Tourism,17187.92772,Silver
8758,Private Sector,,Male,Associate Degree,Married,1,3.04,Jumeirah,43,No,18,No,Medical Tourism,3246.29531,Silver
8759,,19,Female,Doctorate,Divorced,1,2.85,IHG,8,No,11,No,Business,230.3010973,Bronze
8760,Public Sector,,Male,Masters Degree,Single,0,3.12,None,6,No,10,No,Leisure Travel,2437.600537,Bronze
8761,Private Sector,41,,MBA,Divorced,,2.28,Hilton,42,No,2,Yes,Leisure Travel,0,Silver
8762,Business,51,,Technical/Occupational Certificate,Divorced,,2.79,Expedia,6,No,13,Yes,Leisure Travel,0,Silver
8763,Private Sector,,Male,Associate Degree,Single,,2.72,Discovery,12,Yes,0,Yes,Business,0,Bronze
8764,Private Sector,32,Female,MBA,Divorced,,3.34,IHG,6,Yes,0,Yes,Leisure Travel,8.771651756,Silver
8765,Private Sector,42,Female,Doctorate,Divorced,1,3.38,Expedia,10,No,5,Yes,Leisure Travel,13264.83601,Bronze
8766,Business,,Female,Bachelors Degree,Divorced,,2.21,IHG,43,No,17,Yes,Business,3177.829357,Silver
8767,Private Sector,24,Female,Associate Degree,Married,,3.33,IHG,2,No,19,Yes,Business,0,Bronze
8768,Business,43,Male,High School Equivalent,Divorced,1,2.43,IHG,,Yes,0,No,Business,0,Silver
8769,Business,46,Male,MBA,Married,,2.63,Hilton,3,No,8,Yes,Business,0,Silver
8770,Business,41,Female,High School Equivalent,Widowed,1,3.17,Discovery,25,Yes,0,No,Leisure Travel,0,Bronze
8771,Public Sector,23,Male,High School Equivalent,Married,,3.15,IHG,38,Yes,0,Yes,Leisure Travel,0,Silver
8772,Private Sector,,Male,High School Equivalent,Widowed,1,2.5,IHG,28,Yes,0,Yes,Medical Tourism,0,Silver
8773,Business,,Female,High School Equivalent,Married,,1.83,Expedia,39,No,14,No,Business,0,Bronze
8774,Private Sector,22,Male,High School Equivalent,Divorced,,2.72,Hilton,15,Yes,0,Yes,Business,0,Silver
8775,Private Sector,,,Bachelors Degree,Married,1,2.31,Expedia,44,Yes,0,Yes,Business,4710.443132,Bronze
8776,Business,,Female,High School Equivalent,Married,0,3.12,Marriott,42,No,2,Yes,Business,0,Bronze
8777,Business,35,Female,High School Equivalent,Divorced,,2.41,Marriott,29,Yes,0,Yes,Business,0,Bronze
8778,Private Sector,50,Female,High School Equivalent,Married,1,3.38,None,15,Yes,0,No,Business,0,Silver
8779,Business,44,Male,Professional,Married,,2.66,Marriott,17,No,18,Yes,Medical Tourism,0.18567079,Silver
8780,Business,59,Male,High School Equivalent,Divorced,3,3.07,Marriott,29,Yes,0,Yes,Medical Tourism,0,Silver
8781,Private Sector,58,Female,MBA,Divorced,,3.06,IHG,21,No,1,Yes,Leisure Travel,0.737738027,Silver
8782,Self-Employed,57,Female,High School Equivalent,Single,0,3.03,IHG,24,Yes,0,No,Medical Tourism,0.183049091,Silver
8783,Public Sector,22,,Professional,Widowed,,3.22,Discovery,16,No,6,No,Business,0,Bronze
8784,Public Sector,41,Male,Bachelors Degree,Divorced,3,2.28,Jumeirah,31,Yes,0,Yes,Leisure Travel,7.69665E-05,Silver
8785,Private Sector,33,,High School Equivalent,Divorced,,3.22,Marriott,49,No,11,No,Business,0,Gold
8786,Self-Employed,47,Female,Associate Degree,Single,,3.32,IHG,36,Yes,0,No,Business,0,Silver
8787,Business,,Female,Doctorate,Married,0,3.45,IHG,43,No,11,No,Medical Tourism,781.4427406,Silver
8788,Private Sector,,Female,Professional,Single,0,3.1,Expedia,48,Yes,0,Yes,Medical Tourism,1326.219625,Silver
8789,Private Sector,,Male,High School Equivalent,Divorced,,3.38,Marriott,18,No,2,Yes,Medical Tourism,0,Bronze
8790,Business,22,Female,Technical/Occupational Certificate,Widowed,1,2.56,IHG,35,No,12,No,Medical Tourism,289.508773,Bronze
8791,Public Sector,56,Female,Bachelors Degree,Single,0,2.69,Jumeirah,24,No,6,No,Medical Tourism,0,Bronze
8792,Business,,Male,High School Equivalent,Divorced,1,1.99,IHG,,No,20,Yes,Business,34.05951944,Bronze
8793,Private Sector,28,Female,Technical/Occupational Certificate,Divorced,1,3.37,None,47,No,4,Yes,Business,23.81325741,Silver
8794,,39,Male,MBA,Single,0,3.03,Marriott,45,Yes,0,No,Business,13389.30549,Silver
8795,Private Sector,38,Female,Doctorate,Married,0,2.52,Marriott,18,Yes,0,No,Leisure Travel,0.074303221,Silver
8796,Business,,Male,MBA,Single,0,3.07,Marriott,8,No,11,No,Medical Tourism,1529.389011,Silver
8797,Public Sector,,Female,Masters Degree,Married,0,3.27,IHG,0,No,5,Yes,Medical Tourism,2749.391665,Bronze
8798,Business,,Female,MBA,Married,3,3.71,Marriott,46,No,15,Yes,Business,5692.358312,Silver
8799,Private Sector,,Male,High School Equivalent,Widowed,,3.04,IHG,37,No,11,No,Business,5033.570898,Bronze
8800,Private Sector,33,Female,Bachelors Degree,Divorced,0,3.41,IHG,27,Yes,0,No,Leisure Travel,2639.497942,Silver
8801,Business,,Male,MBA,Divorced,0,2.4,IHG,32,No,17,Yes,Leisure Travel,20881.37153,Bronze
8802,Business,44,,High School Equivalent,Single,,3.95,IHG,21,No,5,Yes,Medical Tourism,0,Silver
8803,Private Sector,37,Female,Doctorate,Divorced,0,2.62,IHG,41,No,11,No,Leisure Travel,732.4548658,Silver
8804,Public Sector,48,Male,Bachelors Degree,Divorced,,3.61,IHG,5,No,15,Yes,Medical Tourism,6.769344792,Silver
8805,Public Sector,,Male,High School Equivalent,Divorced,,3.33,Jumeirah,6,No,3,Yes,Business,0,Silver
8806,Private Sector,41,Female,MBA,Married,,2.74,Expedia,24,Yes,0,Yes,Medical Tourism,0,Bronze
8807,Business,42,Male,High School Equivalent,Single,0,2.33,IHG,14,No,2,Yes,Medical Tourism,277.4745263,Bronze
8808,Private Sector,34,Female,Professional,Divorced,1,2.68,None,48,No,1,No,Business,0,Bronze
8809,Private Sector,,,MBA,Married,,3.99,Marriott,8,Yes,0,Yes,Leisure Travel,0,Silver
8810,Business,,Male,High School Equivalent,Widowed,1,3.24,Marriott,22,No,2,Yes,Medical Tourism,0.004048893,Bronze
8811,,,Male,High School Equivalent,Married,1,3.28,Marriott,7,Yes,0,Yes,Leisure Travel,25.2039713,Bronze
8812,Business,,Female,Technical/Occupational Certificate,Married,,2.04,IHG,36,No,14,Yes,Medical Tourism,0,Bronze
8813,Private Sector,,Male,Doctorate,Single,,2.81,IHG,1,No,6,No,Business,0,Bronze
8814,Private Sector,,Female,Professional,Married,1,2.63,IHG,25,No,20,No,Medical Tourism,3209.311965,Silver
8815,,,,Bachelors Degree,Single,0,2.87,Marriott,42,Yes,0,No,Business,0,Silver
8816,Public Sector,,Male,High School Equivalent,Married,,2.92,IHG,,Yes,0,Yes,Medical Tourism,3773.09868,Silver
8817,Business,48,,High School Equivalent,Widowed,1,2.6,Hilton,2,No,15,No,Business,1732.709054,Bronze
8818,Private Sector,,Male,High School Equivalent,Single,,2.79,Jumeirah,35,No,6,Yes,Medical Tourism,3625.575056,Bronze
8819,Business,,Male,Associate Degree,Married,1,1.88,Marriott,,No,1,Yes,Leisure Travel,23.89875132,Bronze
8820,Private Sector,,Female,High School Equivalent,Married,1,2.4,IHG,,Yes,0,No,Business,46.96549115,Silver
8821,Self-Employed,60,Male,Bachelors Degree,Married,,1.95,IHG,18,Yes,0,No,Medical Tourism,0,Silver
8822,Business,,Female,High School Equivalent,Single,0,2.63,Marriott,49,No,7,No,Leisure Travel,2.655013834,Bronze
8823,Private Sector,57,,High School Equivalent,Married,,2.93,Hilton,0,Yes,0,No,Leisure Travel,0,Silver
8824,Business,23,Female,Doctorate,Married,1,2.39,Jumeirah,18,Yes,0,Yes,Business,0,Bronze
8825,Public Sector,27,Female,High School Equivalent,Married,1,3.04,Marriott,8,No,4,Yes,Leisure Travel,9.803503114,Silver
8826,Business,,,High School Equivalent,Divorced,,3.07,Hilton,9,No,19,No,Business,9617.381829,Bronze
8827,Business,58,Male,Bachelors Degree,Single,0,2.22,Marriott,37,No,4,No,Medical Tourism,0,Bronze
8828,Business,48,,Associate Degree,Divorced,1,2.71,Expedia,34,No,1,Yes,Leisure Travel,0,Bronze
8829,Self-Employed,55,Male,Associate Degree,Divorced,0,3.57,Marriott,13,No,1,Yes,Medical Tourism,0,Silver
8830,Public Sector,37,Female,Masters Degree,Widowed,,2.47,IHG,9,No,12,Yes,Leisure Travel,2081.588214,Silver
8831,Self-Employed,34,Male,Bachelors Degree,Single,0,3.47,Marriott,19,No,8,Yes,Business,0,Bronze
8832,Private Sector,36,,Bachelors Degree,Married,,2.51,IHG,32,Yes,0,No,Business,0,Silver
8833,Business,,,Bachelors Degree,Single,,2.59,Jumeirah,36,No,19,Yes,Medical Tourism,0,Bronze
8834,Private Sector,42,Female,Technical/Occupational Certificate,Married,,3.12,Marriott,8,No,11,No,Business,4493.023999,Silver
8835,Public Sector,,Male,High School Equivalent,Married,,2.88,IHG,12,No,20,No,Medical Tourism,0,Silver
8836,Self-Employed,54,Male,High School Equivalent,Single,,2.89,Marriott,13,No,13,No,Leisure Travel,5.45931327,Bronze
8837,Private Sector,56,Female,Professional,Single,,3.28,IHG,3,No,2,Yes,Leisure Travel,3.011516466,Silver
8838,Business,,Male,High School Equivalent,Married,3,2.98,Discovery,25,No,5,No,Medical Tourism,0.00860301,Silver
8839,Private Sector,50,Female,MBA,Single,0,3.04,IHG,25,No,17,No,Business,48.57710525,Bronze
8840,Public Sector,40,Male,Associate Degree,Married,1,3.74,Hilton,22,No,11,Yes,Leisure Travel,378.5998871,Gold
8841,Private Sector,,Female,Bachelors Degree,Divorced,0,2.67,Marriott,49,Yes,0,Yes,Business,585.3867861,Bronze
8842,Private Sector,27,,Bachelors Degree,Married,1,3.63,None,41,Yes,0,No,Leisure Travel,12832.78469,Silver
8843,Private Sector,45,Male,Bachelors Degree,Single,0,2.88,IHG,47,Yes,0,No,Business,0,Silver
8844,Public Sector,54,Male,High School Equivalent,Married,,2.35,IHG,,No,13,No,Medical Tourism,3452.388801,Bronze
8845,Business,40,Male,High School Equivalent,Single,0,3.01,IHG,10,Yes,0,Yes,Leisure Travel,2463.810333,Bronze
8846,Business,,Male,High School Equivalent,Married,2,2.79,IHG,47,No,12,Yes,Leisure Travel,1377.848542,Bronze
8847,Business,41,Female,MBA,Divorced,1,2.9,Jumeirah,39,No,14,No,Business,0,Silver
8848,Private Sector,,Male,Associate Degree,Married,,3.45,None,35,No,5,Yes,Medical Tourism,0,Bronze
8849,Self-Employed,,Female,Bachelors Degree,Divorced,0,3.15,None,36,No,1,No,Business,0,Bronze
8850,Business,34,,MBA,Single,,3.59,Discovery,16,No,2,Yes,Business,64.7333224,Bronze
8851,Private Sector,18,Female,Doctorate,Divorced,1,2.62,Expedia,,No,20,Yes,Medical Tourism,0,Bronze
8852,Public Sector,,Male,Professional,Single,,3.34,IHG,11,No,10,Yes,Medical Tourism,0,Silver
8853,Business,29,,High School Equivalent,Married,1,2.94,IHG,1,No,6,No,Business,0,Bronze
8854,,,Female,Bachelors Degree,Married,,2.71,Expedia,34,No,6,No,Leisure Travel,0,Silver
8855,Private Sector,54,Male,Bachelors Degree,Married,,3.79,Marriott,27,No,12,No,Leisure Travel,28.19243235,Silver
8856,Private Sector,20,Female,High School Equivalent,Married,,2.2,Marriott,30,Yes,0,No,Leisure Travel,107.3750479,Silver
8857,Public Sector,53,Female,MBA,Married,1,3.78,Marriott,4,Yes,0,No,Business,6.43101E-07,Silver
8858,Private Sector,27,Female,High School Equivalent,Single,,3.03,IHG,13,No,3,Yes,Leisure Travel,2.19997E-05,Bronze
8859,Business,,,High School Equivalent,Divorced,0,2.72,IHG,40,Yes,0,Yes,Medical Tourism,33.97169616,Silver
8860,Self-Employed,,,Associate Degree,Single,0,3.17,Jumeirah,5,No,14,No,Medical Tourism,2814.981169,Bronze
8861,Self-Employed,48,,Masters Degree,Divorced,3,2.77,None,23,No,7,Yes,Medical Tourism,0,Bronze
8862,Business,28,Female,High School Equivalent,Single,0,3.65,Expedia,46,Yes,0,Yes,Leisure Travel,0.755479764,Bronze
8863,Business,,Female,High School Equivalent,Married,1,3.42,Marriott,28,Yes,0,No,Medical Tourism,0,Bronze
8864,Self-Employed,47,Female,High School Equivalent,Single,0,2.52,Marriott,41,No,9,No,Leisure Travel,276.7865234,Bronze
8865,Public Sector,36,Female,Masters Degree,Widowed,3,3.46,Discovery,29,No,9,No,Medical Tourism,1310.327131,Bronze
8866,,,Male,MBA,Divorced,,2.28,Marriott,24,No,9,No,Medical Tourism,0,Silver
8867,,42,Female,MBA,Married,3,2.56,Jumeirah,16,Yes,0,No,Business,12.17366907,Bronze
8868,Business,43,Female,Associate Degree,Married,1,2.25,IHG,38,No,19,Yes,Medical Tourism,0,Silver
8869,Business,,Female,High School Equivalent,Married,,2.2,IHG,42,No,10,Yes,Business,1134.312155,Silver
8870,Private Sector,,Female,High School Equivalent,Single,,3.28,Discovery,43,No,8,Yes,Business,1427.876725,Silver
8871,Private Sector,,Male,Associate Degree,Married,1,2.83,Discovery,42,No,5,No,Medical Tourism,28.15561886,Silver
8872,Business,48,,Associate Degree,Married,,2.86,IHG,31,No,18,Yes,Medical Tourism,0,Silver
8873,Self-Employed,,,Associate Degree,Single,,3.06,Hilton,14,No,15,No,Business,0,Bronze
8874,,58,,Associate Degree,Married,2,3.5,IHG,8,No,15,No,Leisure Travel,14776.08754,Silver
8875,Private Sector,,Female,Bachelors Degree,Married,3,2.67,IHG,34,No,5,No,Medical Tourism,18073.03235,Silver
8876,Private Sector,25,Male,Technical/Occupational Certificate,Single,0,3.07,IHG,47,No,12,No,Medical Tourism,0,Silver
8877,Private Sector,36,,High School Equivalent,Divorced,,2.78,Marriott,25,Yes,0,No,Leisure Travel,158.8864973,Gold
8878,Private Sector,48,,Associate Degree,Married,1,2.03,IHG,43,No,20,Yes,Medical Tourism,0,Silver
8879,Business,53,Male,High School Equivalent,Single,0,2.86,Marriott,,No,3,No,Business,1074.24687,Bronze
8880,Private Sector,20,Female,Associate Degree,Widowed,3,2.86,Marriott,20,No,15,Yes,Business,7317.550913,Silver
8881,Self-Employed,,Female,High School Equivalent,Widowed,,2.83,Discovery,21,Yes,0,No,Leisure Travel,8853.447639,Silver
8882,Business,,Female,High School Equivalent,Married,1,3.24,Discovery,16,No,13,Yes,Medical Tourism,3791.844984,Bronze
8883,Private Sector,25,Female,Associate Degree,Divorced,3,2.39,Marriott,16,Yes,0,Yes,Leisure Travel,5122.265134,Bronze
8884,Private Sector,57,Male,High School Equivalent,Single,,1.87,None,30,No,3,No,Business,0,Silver
8885,Business,,,High School Equivalent,Married,,2.67,IHG,18,No,16,Yes,Business,0,Silver
8886,Business,25,Female,Associate Degree,Married,3,2.76,IHG,3,No,11,Yes,Leisure Travel,0,Bronze
8887,Public Sector,,Female,Bachelors Degree,Married,,3.44,IHG,28,Yes,0,No,Leisure Travel,17222.88935,Silver
8888,Business,,Female,Bachelors Degree,Single,,3.27,IHG,46,No,19,No,Leisure Travel,287.0565321,Bronze
8889,Business,,Male,Bachelors Degree,Married,,3.91,IHG,0,No,7,Yes,Medical Tourism,0,Bronze
8890,Public Sector,,,MBA,Married,1,2.55,IHG,37,No,20,No,Medical Tourism,0,Silver
8891,Business,20,Male,High School Equivalent,Married,,1.86,Discovery,37,No,16,Yes,Business,2014.813487,Silver
8892,Private Sector,,Male,MBA,Divorced,1,3.12,Expedia,49,No,4,No,Leisure Travel,0,Silver
